From Type,From Place,From Name,Edge Type,To Type,To Place,To Name,Date,Weight,Identifier,
Person,,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1691, Aug 8",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1691, Dec 21",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1691, Dec 31",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1692, Jan 7",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1692, Feb 6",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Colin Campbell of Carwhin,Letter,Person,,Breadalbane,"1692, Feb 19",1,NRS - Breadalbane Correspondence,
Person,Balloch,Breadalbane,Letter,Person,,Barcaldine,"1688, Mar 16",1,NRS - Breadalbane Correspondence,
Person,Finlarig,Breadalbane,Letter,Person,,Barcaldine,"1688, Aug 24",1,NRS - Breadalbane Correspondence,
Person,Finlarig,Breadalbane,Letter,Person,,Captain Straton,"1688, Aug 24",1,NRS - Breadalbane Correspondence,
Person,Finlarig,Breadalbane,Letter,Person,,Barcaldine,"1688, Aug 27",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,"1689, Nov 16",1,NRS - Breadalbane Correspondence,
Person,Balloch,Breadalbane,Letter,Person,,Barcaldine,"1689, Nov 18",1,NRS - Breadalbane Correspondence,
Person,Balloch,Breadalbane,Letter,Person,,Barcaldine,"1689, Nov 22",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,1689,1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,"1689, Dec 6",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,1689,1,NRS - Breadalbane Correspondence,
Person,Balloch,Breadalbane,Letter,Person,,Barcaldine,"1689, Nov 22",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,"1690, June 1",1,NRS - Breadalbane Correspondence,
Person,London,Breadalbane,Letter,Person,,Barcaldine,"1691, Sep 15",1,NRS - Breadalbane Correspondence,
Person,Balloch,Breadalbane,Letter,Person,,Barcaldine,"1691, Oct 24",1,NRS - Breadalbane Correspondence,
Person,Achmor,Breadalbane,Letter,Person,,Barcaldine,"1691, Nov 24",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Breadalbane,Letter,Person,,Barcaldine,"1691, Dec 10",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Barcaldine,c. 1690-1691,1,NRS - Breadalbane Correspondence,
Person,London,Breadalbane,Letter,Person,,Barcaldine,"1692, Jan 5",1,NRS - Breadalbane Correspondence,
Person,London,Breadalbane,Letter,Person,,Barcaldine,"1692, Apr 1",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Breadalbane,Letter,Person,,Barcaldine,"1692, June 21",1,NRS - Breadalbane Correspondence,
Person,Edinburgh,Breadalbane,Letter,Person,,Barcaldine,"1692, Sep 22",1,NRS - Breadalbane Correspondence,
Person,,Alexander McDonald,Letter,Person,,Alexander Campbell of Barcardine,"1692, Jan 17",1,NRS - Breadalbane Correspondence,
Person,,John Campbell of Mamore,Letter,Person,,Breadalbane,"1690, Apr 19",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,"William Campbell, sheriff clerk of Caithness","1688, Jun 30",1,NRS - Breadalbane Correspondence,
Person,,J Farlane,Letter,Person,,Breadalbane,"1688, Mar 3",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Mr. Dougall Londsay,"1691, Apr 2",1,NRS - Breadalbane Correspondence,
Person,,Breadalbane,Letter,Person,,Callum McIntyre,"1688, Aug 18",1,NRS - Breadalbane Correspondence,
Person,,J. Macleane,Letter,Person,,Breadalbane,"1689, May 20",1,NRS - Breadalbane Correspondence,
Person,,J. Pringle,Letter,Person,,Alexander Campbell of Barcardine,undated,1,NRS - Breadalbane Correspondence,
Person,,All. MacLaine,Letter,Person,,J. Macleane,"1692, Jun 9",1,NRS - Breadalbane Correspondence,
Person,London,Unknown,Letter,Person,Edinburgh,Archibald Brounlie,"1688, Feb 16",1,"NRS - Papers of the Smythe Family of Methven, Perthshire",
Person,London,Unknown,Letter,Person,Edinburgh,Robert Meine,"1688, Apr 21",1,"NRS - Papers of the Smythe Family of Methven, Perthshire",
Person,,Dunfermline,Letter,Person,,Melfort,"1689, Aug 29",1,"NRS - Papers of the Montgomerie Family, Earls of Eglinton",
Person,,"Katherine, Lady Ranelagh",Letter,Person,,Earl of Panmure,1690-1691,5,"NRS - Papers of the Ramsay Family, Earls of Dalhousie",
Person,,John Dalrymple,Letter,Person,,Lady Panmure,"1691, Nov 14",1,"NRS - Papers of the Ramsay Family, Earls of Dalhousie",
Person,,Lieu. Col. Buchan,Letter,Person,,Hamilton,1690,1,NRS - GD103 Papers of Society of Antiquaries of Scotland,
Person,Edinburgh Castle,Perth,Letter,Person,,Blair Drummond,"1691, July 26-27",2,"NRS - Papers of the family of Stirling Home Drummond Moray of Abercairny, Perthshire",
Person,,Jean Kerr,Letter,Person,,Lady Lothian,"1690, July 18",1,"NRS - Papers of the Kerr Family, Marquises of Lothian (Lothian Muniments)",
Person,,Master of Stair,Letter,Person,,Lothian,"1692, Dec 27",1,"NRS - Papers of the Kerr Family, Marquises of Lothian (Lothian Muniments)",
Person,Dublin Castle,James VII,Warrant,Person,,Perth,"1689, Mar 10",1,"NRS - Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,,"Anna, Countess Erroll",Petition,Person,,King William,undated,1,"NRS - Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,Dublin,James VII,Letter,Person,,Perth,"1689, Mar 10",2,"NRS - Papers of the Drummond Family, Earls of Perth (Drummond Castle Papers)",
Person,,James VII,Letter,Person,,Cameron of Lochiel,"1689, Mar 29",1,Memoirs of Lochiel,
Person,,Mackay,Letter,Person,,Cameron of Lochiel,1689,4,Memoirs of Lochiel,
Person,,Mackay,Letter,Person,,Colonel Ramsay,1689,2,Memoirs of Lochiel,
Person,,Queen Mary,Letter,Person,,Dunmore,"1688, Dec 10",1,RH4/195 - Dunmore Papers,
Person,,Queen Mary,Letter,Person,,Dunmore,"1688, Dec 10",1,RH4/195 - Dunmore Papers,
Person,St James,King William,Letter,Person,,Dunmore,"1688, Dec 21",1,RH4/195 - Dunmore Papers,
Person,London,Andrew Ross,Letter,Person,,Dunmore,"1689, Jan 8",1,RH4/195 - Dunmore Papers,
Person,St. Germaine,Queen Mary,Letter,Person,,Dunmore,"1689, Jan 20",1,RH4/195 - Dunmore Papers,
Person,,King William,Letter,Person,,Dunmore,"1689, Feb 5",1,RH4/195 - Dunmore Papers,
Person,,Shrewsbury,Letter,Person,,Dunmore,1690,1,RH4/195 - Dunmore Papers,
